DATE,TITLE,SUMMARY
2018-09-07 09:45:22,This Persian Noodle Soup Recipe Is The One-Pot Wonder You Need,"Rosh Hashanah doesn't always have to be about brisket and babka. Try ash-e-reshteh, an aromatic green soup swimming with noodles and beans."
2018-03-31 12:00:49,You Might Be Shocked By What Two Principals Said About My Transgender Daughter,"My breath stopped in my chest when Nicole's principal told her, ""You are my greatest teacher."""
2018-03-23 09:45:52,How To Turn A Pre-Cooked Ham Into A Deceptively Impressive Masterpiece,"Get your precooked ham to the right temperature, and find delicious glazes and cooking methods."
2018-08-06 09:45:31,Here’s What Happens To Your 401(k) When You Leave Your Job,"You're pumped for your new gig, but aren't you forgetting something?"
2018-04-06 09:47:11,Your Instant Pot Game Is Tired. Here Are 29 Spring Recipes To Try Now.,"Because, frankly, we've all had more than enough chili and stew by now."
2018-08-08 12:30:45,I Live Halfway Across The World To Hide A Secret Life From My Parents,How do I create boundaries if my parents are convinced that I will always make the wrong decision if I don’t follow their advice?
2018-08-08 12:30:45,I Live Halfway Across The World To Hide A Secret Life From My Parents,How do I create boundaries if my parents are convinced that I will always make the wrong decision if I don’t follow their advice?
2018-08-08 12:30:45,I Live Halfway Across The World To Hide A Secret Life From My Parents,How do I create boundaries if my parents are convinced that I will always make the wrong decision if I don’t follow their advice?
2018-10-03 09:45:02,Realtors Reveal The Most Misleading Words Used In Home Listings,"""Old world charm"" is a lie."
2018-11-07 13:30:08,No One At Work Had Any Idea I’m Trans. Here’s Why I Decided To Tell Them.,"Six years after starting my transition, I decided I needed to come out again."
2018-03-15 13:15:13,How Growing Up With A Mom In A Secret Lesbian Relationship Shaped My Life,"My mom sat me down and said that if anyone asked about them, I should say that they were cousins."
2018-07-11 09:48:34,This Is How Much Water You Should Really Drink In The Summer,The amount you need may surprise you.
2018-06-05 18:49:48,17 Questions You Never Thought To Ask Your Dad But Should,You may start seeing your father in a whole new light.
2018-06-13 13:00:44,23 Pics That Prove Your Dad Has Always Been Way Cooler Than You,"Sorry, but your dad > you."
2018-02-06 16:58:11,"No, You Don’t Have To Give Your Doctor Your Social Security Number",It's actually pretty risky if you do.
2018-06-29 09:45:24,"The Best, Easiest Foods To Make For Your Fourth Of July Party ... That Aren’t Hot Dogs","When you're over burgers and hot dogs, get out these gorgeous antipasto platters and cheese plates."
2018-03-27 16:58:10,7 Things You Should Always Do After Having Sex,Your body and mind will thank you for it.
2018-06-28 17:44:51,35 Too-Real Tweets About Being A Kid Now vs. Back In The Day,"""Son, when I was a kid we ate our applesauce in bowls instead of sucking it out of vacuum sealed tubes."""
2018-09-06 17:20:32,The 7 Biggest Money Mistakes Every College Student Should Avoid,It's your first shot at adulting. Here's how not to screw it up.
2018-11-28 20:30:08,What Happened When My 12-Year-Old Black Son Sat Next To A Trump Supporter On A Plane,My son is growing up to face dangers made worse by the president this woman voted for.
2018-11-28 20:30:08,What Happened When My 12-Year-Old Black Son Sat Next To A Trump Supporter On A Plane,My son is growing up to face dangers made worse by the president this woman voted for.
2018-06-28 17:44:51,35 Too-Real Tweets About Being A Kid Now vs. Back In The Day,"""Son, when I was a kid we ate our applesauce in bowls instead of sucking it out of vacuum sealed tubes."""
2018-08-23 00:07:49,33 Vintage First-Day-Of-School Photos,"The back-to-school outfits, bags and haircuts have certainly changed."
